번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,WGS84위도,WGS84경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
103,개방화장실,변호사회관,서울 종로구새문안로5길 13(당주동 160),,N,3,5,0,0,0,0,3,0,0,변호사회관,,07:00-23:00,,37.5714009,126.9744029,민간,기타,수세식,N,없음,N,N,없음,,2020-05-12
104,개방화장실,한일빌딩,서울 종로구청계천로 229(종로5가 314-7),,N,2,1,0,0,0,0,2,0,0,한일빌딩,,08:00-19:00,,37.5701354,127.0030432,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
105,개방화장실,성터교회,서울 종로구낙산성곽동길 26(창신2동 640-243),,N,1,1,0,0,0,0,1,0,0,성터교회,,07:00-18:00+ 일요일폐쇄,,37.5749498,127.0092931,민간,기타,수세식,N,없음,N,N,없음,,2020-05-12
106,개방화장실,동대문종합시장 D동상가 2층,서울 종로구종로266(종로6가 270-3),,N,4,5,0,0,0,0,5,0,0,동대문종합시장 D동상가 2층,,07:00-20:00+ 일요일폐쇄,,37.5706765,127.0073136,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
107,개방화장실,파고다 타워,서울 종로구청계천로 93(관철동 5-13),,N,2,2,1,1,0,0,5,1,0,파고다 타워,,07:00-20:00,,37.5685090,126.9881123,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
108,개방화장실,서울대학교 외래암센터내,서울 종로구대학로101(연건동 28-21),,N,3,2,1,1,0,0,6,1,0,서울대학교 외래암센터내,,상시,,37.5797151,126.9990168,민간,기타,수세식,N,없음,N,N,없음,,2020-05-12
109,개방화장실,월드그랑서울,서울 종로구종로33(청진동 119-1),,N,3,5,2,0,0,0,8,2,0,월드그랑서울,,상시,,37.5709600,126.9814392,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
110,개방화장실,JW 매리어트 호텔,서울 종로구청계천로279(종로6가 289-3),,N,2,2,1,0,0,0,2,1,0,JW 매리어트 호텔,,상시,,37.5703168,127.0087842,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
111,개방화장실,맥도날드(안국점),서울 종로구율곡로 45,,N,1,2,0,0,0,0,2,0,0,맥도날드(안국점),,상시,,37.5763113,126.9843837,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
112,개방화장실,백상정사,서울 종로구계동길 115-6,,N,1,0,0,0,0,0,3,0,0,백상정사,,08:00~18:00,,37.5825368,126.9864020,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
113,개방화장실,롯데리아 혜화점,서울 종로구창경궁로 273,,N,1,2,0,0,0,0,2,0,0,롯데리아 혜화점,,상시,,37.5857924,127.0006108,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
114,개방화장실,숭인빌딩,서울 종로구청계천로 383,,N,1,2,0,0,0,0,1,0,0,숭인빌딩,,상시,,37.5718653,127.0197736,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
115,개방화장실,㈜인사아트프라자,서울 종로구인사동길 34-1,,N,1,1,0,0,0,0,2,0,0,㈜인사아트프라자,,09:00~21:00,,37.5738627,126.9856312,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
116,개방화장실,한옥협동조합,서울 종로구북촌로12길 20-6(가회동),,N,1,1,0,0,0,0,1,0,0,한옥협동조합,,09:00~18:00,,37.5821500,126.9860966,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
117,개방화장실,안동교회,서울 종로구윤보선길 57(안국동),,Y,0,1,0,0,0,0,1,0,0,안동교회,,상시,,37.5783777,126.9831722,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
118,개방화장실,CGV 대학로점 2F,서울 종로구대명길 28(명륜2가),,N,1,3,0,0,0,0,3,0,0,CGV 대학로점 2F,,상시,,37.5834877,126.9998451,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
119,개방화장실,광화문시대,서울 종로구사직로8길 42,,N,2,2,1,0,0,0,2,1,0,광화문시대,,상시,,37.5737740,126.9731379,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
120,개방화장실,목공예공방,서울 종로구계동6길 12,,N,2,4,1,0,0,0,2,1,0,목공예공방,,10:00~17:00,,37.5828061,126.9873276,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
121,개방화장실,아빠곰탕,서울 종로구자하문로 42-1,,Y,0,1,0,0,0,0,1,0,0,아빠곰탕,,10:00~22:00,,37.5798736,126.9715802,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
122,개방화장실,북촌단청공방,서울 종로구창덕궁5길 4,,Y,1,0,0,0,0,0,0,0,0,북촌단청공방,,12:00~18:00+ 월요일; 일요일 휴무,,37.5830408,126.9893738,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
123,개방화장실,이화동한복(김영희 한복대여),서울 종로구율곡로19길 71-1,,Y,1,0,0,0,0,0,0,0,0,이화동한복(김영희 한복대여),,10:00~17:00,,37.5772789,127.0070569,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
124,개방화장실,파크팰리스,서울 종로구평창문화로 87(평창동),,N,1,1,0,0,0,0,1,0,0,파크팰리스,,06:00~22:00,,37.6072767,126.9707910,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
125,개방화장실,이화동 마을박물관,서울 종로구낙산성곽서1길 19,,Y,0,1,0,0,0,0,1,0,0,이화동 마을박물관,,12:00~18:00,,37.5778621,127.0079423,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
126,개방화장실,GS25 상명대점,서울 종로구홍지문2길 16,,N,1,0,0,0,0,0,1,0,0,GS25 상명대점,,상시,,37.6017068,126.9557348,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
127,개방화장실,롯데리아 종각역점,서울 종로구종로 68(종로2가),,N,2,4,1,0,0,0,2,1,0,롯데리아 종각역점,,상시,,37.5699064,126.9849451,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
128,개방화장실,북촌발효공방(빚담),서울 종로구가회동 11-39,,Y,0,1,0,0,0,0,1,0,0,북촌발효공방(빚담),,10:00~17:00,,37.5823529,126.9855008,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
129,개방화장실,경동빌딩(스타이발관),서울 종로구종로17길45,,Y,0,1,0,0,0,0,1,0,0,경동빌딩(스타이발관),,09:00~18:00,,37.5722432,126.9881323,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
130,개방화장실,경희궁의아침 2단지,서울 종로구내수동 71,,N,1,1,1,0,0,0,2,1,0,경희궁의아침 2단지,,상시,,37.5739773,126.9713123,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
131,개방화장실,인사동마루 신관,서울 종로구인사동길 35-4,,N,0,2,1,0,0,0,1,1,0,인사동마루,,상시,,37.5735641,126.9848618,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
132,개방화장실,인사동마루 본관,서울 종로구인사동길 35-6,,N,0,0,1,0,0,0,0,1,0,인사동마루,,상시,,37.5734136,126.9850588,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
133,개방화장실,홍염장 공방,서울 종로구원서동 38,,Y,0,0,1,0,0,0,0,1,0,홍염장 공방,,10:00~17:00,,37.5832902,126.9892966,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
134,개방화장실,북촌 책방,서울 종로구재동 33,,Y,0,0,1,0,0,0,0,1,0,북촌 책방,,10:00~17:00,,37.5789449,126.9842296,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
135,개방화장실,직물놀이공방,서울 종로구가회동 31-69,,Y,0,0,1,0,0,0,0,1,0,직물놀이공방,,10:00~17:00,,37.5822810,126.9840554,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
136,개방화장실,경희궁의아침 4단지(생활지원센터),서울 종로구새문안로3길 23,,N,1,2,1,0,0,0,2,1,0,경희궁의아침 4단지(생활지원센터),,상시,,37.5726215,126.9722259,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
137,개방화장실,베드로빌딩,서울 종로구이화장길 36-2,,N,1,0,0,0,0,0,1,0,0,베드로빌딩,,09:00~18:00,,37.5767495,127.0045987,민간,상업시설,수세식,N,없음,N,N,없음,,2020-05-12
138,공중화장실,서울자유시민대학 화장실,서울 종로구 송월길 52,,N,6,6,0,0,0,0,6,0,0,서울평생교육진흥원(서울자유시민대학),,09~18,,37.5714027,126.9662961,공공기관,공공용시설,수세식,N,없음,N,Y,,,2020-06-25
139,공중화장실,서울생활문화센터 체부,서울 종로구 체부동 188외2,,N,1,1,0,0,0,0,2,0,0,서울생활문화센터 체부,,10~22,,37.5767115,126.9715404,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2020-06-25
140,공중화장실,돈의문박물관마을 마을안내소,서울 종로구 신문로2가 7-22,,N,1,1,0,0,0,0,1,0,0,서울시 문화정책과,,10~19,,37.5688094,126.9685392,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2020-06-25
141,공중화장실,세종문화회관 화장실,서울 종로구세종대로175,,N,98,167,0,0,0,0,249,0,0,세종문화회관 안전관리팀,,08~22,,37.5722464,126.9757647,공공기관,공공용시설,수세식,Y,,N,Y,,,2020-06-25
142,공중화장실,백남준기념관,서울 종로구종로53길12-1,,N,1,0,0,0,0,0,1,0,0,서울시립미술관 총무과,,10~19,,37.5730635,127.0137809,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2020-06-25
143,공중화장실,운현궁 화장실,서울 종로구삼일대로 464,,N,2,7,0,0,0,0,6,0,0,역사문화재과-수탁업체(㈜블렌트),,09 ~ 18,,37.5761250,126.9870500,공공기관,공공용시설,수거식,N,없음,Y,N,없음,,2020-06-25
144,공중화장실,서울무형문화재교육전시장 화장실,서울 종로구율곡로 10길 13,,N,1,0,0,0,0,0,1,0,0,역사문화재과-수탁업체(㈜예문관),,09 ~ 18,,37.5769411,126.9911082,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2020-06-25
145,공중화장실,종각역(1),서울특별시 종로구 종로1가 54 종각지하철역사,,N,3,2,0,0,0,0,4,0,0,서울교통공사,,05~24,,37.5702353,126.9814177,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
146,공중화장실,종각역(1),서울특별시 종로구 종로1가 54 종각지하철역사,,N,5,5,0,0,0,0,8,0,0,서울교통공사,,05~24,,37.5702353,126.9814177,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
147,공중화장실,종로3가역(1),서울특별시 종로3가 10-5  1호선 종로3가역(1호선),,N,5,6,0,0,0,0,7,0,0,서울교통공사,,05~24,,37.5704533,126.9908986,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
148,공중화장실,종로3가역(1),서울특별시 종로3가 10-5  1호선 종로3가역(1호선),,N,4,5,0,0,0,0,4,0,0,서울교통공사,,05~24,,37.5704533,126.9908986,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
149,공중화장실,종로5가역(1),서울특별시 종로구 종로5가 82-1 1호선 종로5가역,,N,4,4,0,0,0,0,5,0,0,서울교통공사,,05~24,,37.5710354,127.0019443,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
150,공중화장실,동대문역(1),서울특별시 종로구 창신동 492-1 1호선 동대문역(1호선),,N,4,6,0,0,0,0,8,0,0,서울교통공사,,05~24,,37.5717654,127.0112663,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
151,공중화장실,동묘앞역(1),서울특별시 종로구 숭인동 117 동묘앞역(1호선),,N,1,2,0,0,0,0,1,0,0,서울교통공사,,05~24,,37.5736026,127.0171538,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
152,공중화장실,동묘앞역(1),서울특별시 종로구 숭인동 117 동묘앞역(1호선),,N,1,2,0,0,0,0,6,0,0,서울교통공사,,05~24,,37.5736026,127.0171538,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
153,공중화장실,동묘앞역(1),서울특별시 종로구 숭인동 117 동묘앞역(1호선),,N,1,2,0,0,0,0,1,0,0,서울교통공사,,05~24,,37.5736026,127.0171538,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
154,공중화장실,동묘앞역(1),서울특별시 종로구 숭인동 117 동묘앞역(1호선),,N,1,2,0,0,0,0,3,0,0,서울교통공사,,05~24,,37.5736026,127.0171538,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
155,공중화장실,경복궁역(3),서울특별시 종로구 적선동 81-1 3호선 경복궁역,,N,5,5,0,0,0,0,7,0,0,서울교통공사,,05~24,,37.5757698,126.9732100,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
156,공중화장실,안국역(3),서울특별시 종로구 안국동 155-2 3호선 안국역,,N,4,4,0,0,0,0,4,0,0,서울교통공사,,05~24,,37.5767204,126.9858230,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
157,공중화장실,종로3가역(3),서울특별시 종로구 묘동 59 종로3가역(3호선),,N,5,5,0,0,0,0,9,0,0,서울교통공사,,05~24,,37.5711219,126.9919626,공공기관,교통시설,수세식,Y,,Y,N,없음,,2020-06-25
158,공중화장실,종로3가역(3),서울특별시 종로구 묘동 59 종로3가역(3호선),,N,2,1,0,0,0,0,1,0,0,서울교통공사,,05~24,,37.5711219,126.9919626,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
159,공중화장실,혜화역(4),서울특별시 종로구 명륜4가 96-5 4호선 혜화역,,N,4,6,0,0,0,0,7,0,0,서울교통공사,,05~24,,37.5821984,127.0017718,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
160,공중화장실,동대문역(4),서울특별시 종로구 종로6가 287-1 동대문역(4호선),,N,2,4,0,0,0,0,4,0,0,서울교통공사,,05~24,,37.5706288,127.0094416,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
161,공중화장실,서대문역(5),서울특별시 종로구 평동 210 서대문역,,N,5,7,0,0,0,0,6,0,0,서울교통공사,,05~24,,37.5661781,126.9669450,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
162,공중화장실,광화문역(5),서울특별시 종로구 세종로 1-90 광화문역,,N,3,5,0,0,0,0,6,0,0,서울교통공사,,05~24,,37.5715685,126.9772170,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
163,공중화장실,종로3가역(5),서울특별시 종로구 낙원동 126 종로3가역(5호선),,N,5,6,0,0,0,0,7,0,0,서울교통공사,,05~24,,37.5725959,126.9897479,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
164,공중화장실,동묘앞역(6),서울특별시 종로구 창신동 263-2 동묘앞역(6호선),,N,3,5,0,0,0,0,3,0,0,서울교통공사,,05~24,,37.5727800,127.0156321,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
165,공중화장실,창신역(6),서울특별시 종로구 창신동 20-8 창신역,,N,3,5,0,0,0,0,7,0,0,서울교통공사,,05~24,,37.5794533,127.0152011,공공기관,교통시설,수세식,Y,,Y,Y,,,2020-06-25
166,공중화장실,종각,서울 종로구종로 지하 73,,N,6,6,0,0,0,0,10,0,0,서울시설공단 상가운영처,,05~24,,-1,-1,공공기관,상업시설,수세식,Y,,Y,N,없음,,2020-06-25
167,공중화장실,종로4가,서울 종로구창경궁로 지하 85,,N,2,3,0,0,0,0,4,0,0,서울시설공단 상가운영처,,06~22,,-1,-1,공공기관,상업시설,수세식,Y,,Y,Y,,,2020-06-25
168,공중화장실,종오,서울 종로구종로 지하 200,,N,4,3,0,0,0,0,4,0,0,서울시설공단 상가운영처,,05~24,,-1,-1,공공기관,상업시설,수세식,Y,,Y,Y,,,2020-06-25
169,공중화장실,동대문,서울 종로구율곡로 지하 308호,,N,3,5,0,0,0,0,8,0,0,서울시설공단 상가운영처,,05~24,,-1,-1,공공기관,상업시설,수세식,Y,,Y,Y,,,2020-06-25
170,공중화장실,서울글로벌센터,서울 종로구종로38 서울글로벌센터,,N,2,2,0,0,0,0,4,0,0,서울시설공단 상가운영처,,08~20,,37.5698232,126.9814806,공공기관,상업시설,수세식,Y,,Y,Y,,,2020-06-25
171,공중화장실,서울글로벌센터,서울 종로구종로38 서울글로벌센터,,N,1,1,0,0,0,0,0,0,0,서울시설공단 상가운영처,,08~19,,37.5698232,126.9814806,공공기관,상업시설,수세식,Y,,Y,Y,,,2020-06-25
172,공중화장실,세종로공영주차장,서울 종로구세종로80-1,,N,4,6,0,0,0,0,4,0,0,서울시설공단 주차시설운영처,,00~24,,37.5733882,126.9759118,공공기관,상업시설,수세식,Y,,Y,N,없음,,2020-06-25
173,공중화장실,낙산공원 중앙광장,서울 종로구낙산길 41,,N,3,4,0,0,0,0,4,0,0,중부공원녹지사업소,,00~24,,37.5806001,127.0065352,공공기관,공공용시설,수세식,Y,,N,Y,,,2020-06-25
174,공중화장실,삼청동공중화장실,서울특별시 종로구 삼청로 117,서울특별시 종로구 삼청동 145-2,N,2,3,1,0,0,0,5,1,0,종로구청 청소행정과,02-2148-2383,24시간,2010-03,37.5858769,126.9816377,지방자치단체,공공용시설,수세식,Y,장애인화장실+여자화장실,N,Y,,,2020-04-22
175,공중화장실,구기동공중화장실,서울 종로구 비봉길 13,,N,2,3,1,0,0,0,5,1,0,종로구청 청소행정과,02-2148-2383,24시간,2010-03,37.6095758,126.9564357,지방자치단체,공공용시설,수세식,Y,장애인화장실+여자화장실,N,Y,,,2020-04-22
176,공중화장실,창신동공중화장실,서울 종로구 지봉로13길 46,,N,2,2,0,0,0,0,2,0,0,종로구청 청소행정과,02-2148-2383,24시간,1983-12,37.5787106,127.0126380,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2020-04-22
177,공중화장실,와룡공원 주변 공중화장실,서울시 종로구 명륜3가 산2-13,종로구 명륜3가 산2-13,N,1,1,0,0,0,0,1,0,0,종로구청 청소행정과,02-2148-2383,24시간,2014-01,37.5911709,126.9919660,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2020-04-22
178,공중화장실,숭인저소득1지역 공중화장실,서울시 종로구 동망산1길24,,N,1,0,0,0,0,0,2,0,0,종로구청 청소행정과,02-2148-2383,24시간,2001-01,37.5786771,127.0177746,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,2020-04,2020-04-22
179,공중화장실,숭인저소득2지역 공중화장실,서울시 종로구 동망산1길18-9,,N,1,0,0,0,0,0,1,0,0,종로구청 청소행정과,02-2148-2383,24시간,2001-01,37.5786572,127.0173813,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,2020-04,2020-04-22
180,공중화장실,춘추관앞 주차장 공중화장실,서울특별시종로구 팔판동 115-37,종로구 팔판동 115-37,N,1,1,0,0,0,0,1,0,0,종로구청 청소행정과,02-2148-2383,24시간,2011-01,37.5835121,126.9797537,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-04-22
181,공중화장실,무악동배드민턴장 공중화장실,서울특별시 종로구 통일로18가길 46,,N,1,1,0,0,0,0,2,0,0,종로구청 청소행정과,02-2148-2383,24시간,2013-01,37.5778766,126.9583970,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2020-04-22
182,공중화장실,인왕산수목원약수터 공중화장실,서울특별시 종로구 옥인동 179-1,종로구 옥인동 179-1,N,1,1,0,0,0,0,2,0,0,종로구청 청소행정과,02-2148-2383,24시간,2013-01,37.5830079,126.9637762,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2020-04-22
